place_id,place_name,place_keyword,place_attractions,place_operatingHour,place_website,place_phonenum,email,place_desc,place_fee,place_address,place_rating,place_numrater,image1_img
202,Four Face Buddha Temple,Religious Sites,Religious Sites,8:00 AM - 9:00 PM,http://www.fourfacebuddha.com.my/,None,dominic@fourfacebuddha.com.my,"Established im 1987, Kam Kong Sze Mian Futt Temple offers devotees to pray and make offerings to the World's biggest and much loved Thailand Four Face Buddha. The management welcomes old and young to visit and enjoy the peaceful worshipping experience in the serene and beautiful garden.",Yes,"Jalan Rukun 6 Taman Gembira, Kuchai Lama, Kuala Lumpur 58200 Malaysia",5,1,static/place_pics/Four Face Buddha Temple.jpg
203,National Squash Centre,Sculpture,Architectural Buildings,10:00 AM - 6:00 PM,http://stadium.gov.my/2017/index.php/en/arena/kompleks-sukan-negara-bukit-jalil/pusat-skuasy-nasional,tel:%2B60%203-8992%200888,None,The centre boasts seven bookable squash courts including an impressive glass show court and a newly installed interactive squash wall (the only one in Manchester) which is a full wall projected screen offering both fun games and challenging training modes.,Yes,"KL Sports City Lebuhraya Bukit Jalil, Kuala Lumpur 57000 Malaysia",3.5,3,static/place_pics/National Squash Centre.jpg
204,KL Tzu-Chi Jing Si Hall,Religious Sites,Religious Sites,8:00 AM - 9:00 PM,None,tel:%2B60%203-6256%203800,None,"The objective of constructing the Jing-Si Hall is to establish a spiritual fortress to propagate Buddha's teachings. ... Thus, the Jing-Si Hall is subtly and eternally disseminating the wholesome teachings of the Buddha and the virtues of the Tzu Chi world.",Yes,"359 Jalan Kepong, Kuala Lumpur 52000 Malaysia",4.5,9,static/place_pics/KL Tzu-Chi Jing Si Hall.jpg
205,AEON Taman Maluri Shopping Centre,Shopping Centre,Shopping Malls,10:00 AM - 11:00 PM,http://www.aeonretail.com.my/promotion/store-locations/aeon-shopping-centre/location_detailTM.php,tel:%2B60%201-300-80-2366,None,"Spacious shopping mall featuring a grocery store, various retailers & a food court with many stalls.",Yes,"Jalan Jejaka, Taman Maluri Cheras, Kuala Lumpur 55100 Malaysia",3.5,5,static/place_pics/AEON Taman Maluri.jpg
206,Bukit Dinding,Sculpture,Leisure,Always Open,None,None,None,"Bukit Dinding is a 3.4 mile moderately trafficked loop trail located near Kuala Lumpur, Kuala Lumpur, Malaysia that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, running, and bird watching.",Yes,"Bukit Dinding Entrance, Jalan 6/27a, Bukit Dinding, 54200 Kuala Lumpur, Federal Territory of Kuala Lumpur.",3,3,static/place_pics/Bukit Dinding.jpg
207,Kuala Lumpur Children Library,Museum,Leisure,10:00 AM - 5:00 PM,None,tel:%2B60%203-2612%203500,None,"This is an extension of the KL Library and has a large selection of children's books, Story telling sessions, puppet shows, computer classes and other programmes to instill children's interest in books and learning are held here Children between the ages of 4-12 can be members of the library.",Yes,"50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia Jalan Raja, Kuala Lumpur 50050 Malaysia",4,7,static/place_pics/Kuala Lumpur Children Library.jpg
208,Jalan Alor Street Art 1,Sculpture,Leisure,Always Open,None,None,None,"Some highlights are a huge waterfall mural with floating clouds, brightly coloured garden scenes, rainbow alleyways with giant murals and many more! A 5-8 minute stroll from the Pavilion shopping centre. Please do not spend your holiday shopping when you could be seeing beautiful brightly coloured street art like this!",Yes,"64, Changkat Bukit Bintang, Kuala Lumpur 50200 Malaysia",4.5,5,static/place_pics/Jalan Alor Street Art 1.jpg
209,Stadium Titiwangsa,Sculpture,Leisure,10:00 AM - 10:00 PM,None,tel:%2B60%2014-842%208561,None,"Stadium Titiwangsa is an indoor arena while the adjacent sports complex has facilities for tennis, squash, table tennis and basketball.",Yes,"Titiwangsa, 53200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia Jalan Beserah, Kuala Lumpur 53200 Malaysia",3.5,4,static/place_pics/Stadium Titiwangsa.jpg
210,Robinsons,Shopping Centre,Shopping Malls,10:00 AM - 10:00 PM,http://www.robinsons.com.my/,tel:%2B60%203-2382%207188,None,"From shopping to dining and recreation, it serves as a one-stop-shop retail complex offering only the best deals and the finest options in every category. It also provides products and services that address every shopper's needs.",Yes,"Jalan Ampang, Kuala Lumpur 50450 Malaysia",3.5,7,static/place_pics/Robinsons.jpg
211,Kuala Lumpur Courts Complex,Sculpture,Architectural Buildings,10:00 AM - 10:00 PM,None,None,None,"The Kuala Lumpur Courts Complex (Malay: Kompleks Mahkamah Kuala Lumpur) is a large courthouse complex in Kuala Lumpur, Malaysia, housing various courts of the country's judicial system.",Yes,"Jalan Tuanku Abdul Halim Kompleks Kerajaan, Kuala Lumpur 50100 Malaysia",3.5,3,static/place_pics/Kuala Lumpur Courts Complex.jpg
212,Desa Park City,Museum,Leisure,Always Open,http://www.desaparkcity.com/,tel:%2B60%203-6280%208801,None,Residential Development of the Year - Park Regent � Masterplan Development of the Year � The Waterfront � Plaza Arkadia � Central Park � Plaza Arkadia � Desa ParkCity �,Yes,"2 Jalan Desa Residen Desa Park City, Kuala Lumpur 52200 Malaysia",4.5,3,static/place_pics/Desa Park City.jpg
213,Kuala Lumpur Tourism Bureau,Museum,Leisure,8:30 AM - 5:30 PM,None,tel:%2B60%203-2698%200332,None,The Kuala Lumpur Tourism Bureau office serves as an information centre for tourists but also as an event space for various occasions.,Yes,"11 Jalan Tangsi, Kuala Lumpur 50480 Malaysia",4,4,static/place_pics/Kuala Lumpur Tourism Bureau.jpg
214,Evangelical Lutheran Church,Religious Sites,Religious Sites,9:00 AM - 5:00 PM,http://www.elcm.org.my/?page_id=2,tel:%2B60%203-2274%201033,None,"A Protestant denomination that arose from the teachings of Martin Luther. Lutherans are known for their stress on the doctrine of justification by grace, through faith, and for their insistence on the Bible (see also Bible) alone as a rule of faith.",Yes,"21, Jalan Sultan Abdul Samad, Brickfields 50470, Kuala Lumpur 50470 Malaysia",3.5,4,static/place_pics/Evangelical Lutheran Church.jpg
215,Jinjang,Neighborhoods,Neighborhoods,Always Open,None,None,None,"Jinjang (Chinese: ??) also known as J-Town is a town in the Kepong constituency of Kuala Lumpur, Malaysia. Jinjang comprises Jinjang Utara (North) and Jinjang Selatan (South). It used to be known for the prevalence of gangsterism from the 1960s but is now a largely residential area.",Yes,"Jinjang, metro Prima, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur.",3,7,static/place_pics/Jinjang.jpg
216,MRT Feeder Bus,Sculpture,Leisure,5:30 AM - 11:30 PM,http://mrt.com.my/g-around/MRT_Feeder_Bus.htm,tel:%2B60%203-2299%201999,None,MRT Kajang Line Service Info The first line of the Klang Valley MRT Project ... Routes (Kajang Line);,Yes,"28, Jln Sungai Buloh, Seksyen U4, 47810 Petaling Jaya, Selangor",4,4,static/place_pics/MRT Feeder Bus.jpg
217,Sri Karpaga Vinayagar Temple,Religious Sites,Religious Sites,Always Open,http://klkarpagavinayagar.com/,tel:%2B60%203-2274%208624,None,"Karpaka Vinayaka Temple or Pillaiyarpatti Pillaiyar Temple is a 7th-century CE rock-cut cave shrine, significantly expanded over the later centuries. It is located in Pillayarpatti village in Tiruppathur Taluk, Sivaganga district in Tamil Nadu, India. These are dated to the 11th-century.",Yes,"74, Jalan Berhala, Brickfields, Kuala Lumpur 50470 Malaysia",3,5,static/place_pics/Sri Karpaga Vinayagar Temple.jpg
218,Al-Bukhari Foundation Mosque,Religious Sites,Religious Sites,8:00 AM - 9:00 PM,None,None,None,"Al-Bukhari Foundation Mosque is a mosque in Kuala Lumpur, Malaysia. It is adjacent to the Victoria Institution and opposite the Jalan Hang Tuah fire station and Hang Tuah LRT station. I am very happy to see this masjid and thanks again for who helped to build this.",Yes,"1, Jalan Hang Tuah, Bukit Bintang, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",4,2,static/place_pics/Al-Bukhari Foundation Mosque.jpg
219,Titiwangsa Lake Gardens,Lake,Water Attraction,6:00 am - 7:00 pm,None,03-2617 6273,None,"This pleasant oasis in the city consists of a man-made lake, a paddock, jogging trails, exercise stations and a children�s playground. Go boating in the lake or take a walk to enjoy the fresh, crisp air and lush green surroundings.",Yes,"Tasik, Titiwangsa, 53200 Kuala Lumpur",0,0,static/place_pics/7e995fd097b142f6.jpg
220,Zoo Negara (National Zoo),Wildlife,Wildlife,9:00 am - 5:00 pm,https://www.zoonegaramalaysia.my/contact.html,03-4108 3422/7/8,customerservice@zoonegaramalaysia.my,"Sprawled over 110 acres of land, Zoo Negara houses over 500 animal species. Explore the �Seven Wonders� of the zoo which consist of mammals, reptiles, amphibians, birds, fishes, insects and plants. 90% of the animals here are kept in spacious areas with landscaping that resembles their natural habitat. Spend the day observing tigers, lions, orang utans and many more. Children and adults alike will enjoy the animal shows and tram rides. Zoo Negara is recognised as the largest zoo by the Malaysia Book of Records. It has also received 10 more recognitions in the field of wildlife breeding. For entrance fee and other information, please visit Zoo Negara�s website.",No,"Zoo Negara, Hulu Kelang, 68000 Ampang, Selangor Darul Ehsan, Malaysia",0,0,static/place_pics/zoo negara.jpg
221,National Telecommunications Museum (Muzium Telekom),Museum,National Heritage,9:00 am - 5:00 pm,http://www.muziumtelekom.com.my,03-2031 9966,mohni@telekom.com.my,"This museum chronicles 120 years of telecommunications development, from the early days of the Morse Code telegraph to the digital networks of today.",Yes,"Jalan Raja Chulan, Kuala Lumpur, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",0,0,static/place_pics/National Telecommunications Museum (Muzium Telekom).jpg
222,Maybank Numismatic Museum,Museum,National Heritage,10:00 am - 6:00 pm,https://www.malaysia-traveller.com/maybank-numismatic-museum.html,03-2074 7418,mgcc@maybank.com,This museum houses an impressive collection of coins and notes from the early days of Malaya until the present time.,Yes,"100, Jalan Tun Perak, Bukit Bintang, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",0,0,static/place_pics/7e995fd097b142f6.jpg
223,Taman Rimba Bukit Kerinchi,Nature,Nature,6:30 am - 6:00 pm,None,03-26176386,None,"Suitable for city-bound hikers and nature lovers of all experiences and ages, Taman Rimba Bukit Kerinchi gets my vote as KL�s answer to New York�s Central Park.",Yes,"Bukit Kerinchi, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur",0,0,static/place_pics/7e995fd097b142f6.jpg
224,KL Butterfly Park,Nature,Animal,9:00 am - 5:30 pm,http://www.klbutterflypark.com/index.html,010-2646957,infoklbutterflypark@gmail.com,"Touted to be the world�s largest butterfly garden, this park spans over 80,000 sq.ft. with more than 5,000 butterflies. Special attractions include the Raja Brooke, Iswara, Malay Lacewing, Five Bar Swordtail, Yellow Tip, Indian Leaf and Lime Butterfly species.�",No,"Kuala Lumpur Butterfly Park, Jalan Cenderasari, Taman Botani Perdana, Kuala Lumpur, 50480 Malaysia",0,0,static/place_pics/18efa57f4c5fa3a9.jpg
